path,size,modified_at,git_status,category,ownership_class,referenced_by,runtime_relevance,confidence,recommended_action,reason,snapshot_status,snapshot_reason,restoration_required
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/LICENSE.md,1109,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/package.json,4539,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/README.md,16971,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/wrapper.mjs,323,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/package.json,2663,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/preview.js,32,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/README.md,987,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/dist/index.d.ts,1221,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/dist/index.js,8648,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/dist/index.mjs,8529,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/dist/manager.js,6330,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/dist/preview.d.ts,638,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/dist/preview.js,8383,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/dist/preview.mjs,8199,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/manager.js,25,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/package.json,2417,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/preview.js,32,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-backgrounds/README.md,994,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-controls/dist/chunk-UW5BWBZO.js,6705,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-controls/dist/Color-YHDXOIA2-MJT5GFQ3.js,35985,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-controls/dist/index.d.ts,1478,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-controls/dist/index.js,282,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-controls/dist/index.mjs,180,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-controls/dist/manager.js,214613,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-controls/manager.js,25,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-controls/package.json,2121,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-controls/README.md,7011,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/angular/index.d.ts,67,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/angular/index.js,203,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/angular/README.md,7987,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/common/README.md,3541,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/blocks.d.ts,59,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/blocks.js,1099,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/blocks.mjs,218,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/chunk-H6MOWX77.mjs,1007,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/chunk-NUUEMKO5.mjs,1191,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/chunk-PRSJUHPQ.mjs,574,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/DocsRenderer-CFRXHY34.mjs,103,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/index.d.ts,7119,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/index.js,3679,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/index.mjs,332,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/manager.d.ts,12,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/manager.js,2244,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/manager.mjs,1244,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/mdx-loader.d.ts,183938,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/mdx-loader.js,644519,2026-08-27T19:56:20,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/mdx-loader.mjs,612586,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/preset.d.ts,831,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/preset.js,736558,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/preview.d.ts,55,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/preview.js,3189,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/preview.mjs,82,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/shims/mdx-react-shim.d.ts,31,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/shims/mdx-react-shim.js,902,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/dist/shims/mdx-react-shim.mjs,31,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/ember/index.d.ts,57,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/ember/index.js,140,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/ember/README.md,5703,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/package.json,4463,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/preset.js,43,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/preview.js,32,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/react/README.md,6392,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/README.md,7519,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-docs/svelte/HOC.svelte,141,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
